,Game,Attendance,Total_goals,goals_diff,Game_Class,League
364,Al-Ittihad vs Al-Ta'ee,49206.0,1,1,Closed_Game,SPL
365,Al-Ittihad vs Al-Taawoun,16551.5,3,1,Competitive_Game,SPL
366,Al-Ittihad vs Al-Wehda,18818.0,3,1,Competitive_Game,SPL
367,Al-Ittihad vs Damac,3727.0,2,1,Closed_Game,SPL
368,Al-Ittihad vs Hajer,29415.0,3,3,One_Side_Game,SPL
369,Al-Ittihad vs Najran,34125.5,2,1,Closed_Game,SPL
370,Al-Ittihad vs Ohod,20487.5,3,0,Competitive_Game,SPL
371,Al-Khaleej vs Al-Ahli,2908.6666666666665,3,1,Competitive_Game,SPL
372,Al-Khaleej vs Al-Batin,112.0,4,0,Competitive_Open_Game,SPL
373,Al-Khaleej vs Al-Ettifaq,863.0,3,1,Competitive_Game,SPL
374,Al-Khaleej vs Al-Faisaly,242.0,3,1,Competitive_Game,SPL
375,Al-Khaleej vs Al-Fateh,374.6666666666667,2,0,Closed_Game,SPL
376,Al-Khaleej vs Al-Hilal,6757.0,3,3,One_Side_Game,SPL
377,Al-Khaleej vs Al-Ittihad,5240.666666666667,3,0,Competitive_Game,SPL
378,Al-Khaleej vs Al-Nassr,2990.0,2,1,Closed_Game,SPL
379,Al-Khaleej vs Al-Orobah,434.0,2,2,Competitive_Game,SPL
380,Al-Khaleej vs Al-Qadsiah,311.0,1,0,Closed_Game,SPL
381,Al-Khaleej vs Al-Raed,473.6666666666667,2,1,Closed_Game,SPL
382,Al-Khaleej vs Al-Shabab,625.6666666666666,2,1,Closed_Game,SPL
383,Al-Khaleej vs Al-Shoulla,765.0,2,0,Closed_Game,SPL
384,Al-Khaleej vs Al-Taawoun,296.0,2,1,Closed_Game,SPL
385,Al-Khaleej vs Al-Wehda,202.5,5,2,Competitive_Open_Game,SPL
386,Al-Khaleej vs Hajer,437.5,2,0,Closed_Game,SPL
387,Al-Khaleej vs Najran,636.0,2,1,Closed_Game,SPL
388,Al-Nassr vs Abha,13.0,4,2,Competitive_Open_Game,SPL
389,Al-Nassr vs Al-Adalah,,7,5,One_Side_Game,SPL
390,Al-Nassr vs Al-Ahli,15598.285714285714,3,1,Competitive_Game,SPL
391,Al-Nassr vs Al-Ain,70.0,3,3,One_Side_Game,SPL
392,Al-Nassr vs Al-Batin,14383.2,3,3,One_Side_Game,SPL
393,Al-Nassr vs Al-Ettifaq,6969.6,3,0,Competitive_Game,SPL
394,Al-Nassr vs Al-Faisaly,7880.25,2,1,Closed_Game,SPL
395,Al-Nassr vs Al-Fateh,6425.0,4,2,Competitive_Open_Game,SPL
396,Al-Nassr vs Al-Fayha,4518.0,2,0,Closed_Game,SPL
397,Al-Nassr vs Al-Hazem,7666.5,3,2,Competitive_Game,SPL
398,Al-Nassr vs Al-Hilal,24205.666666666668,2,1,Closed_Game,SPL
399,Al-Nassr vs Al-Ittihad,14616.75,2,1,Closed_Game,SPL
400,Al-Nassr vs Al-Khaleej,5627.0,2,1,Closed_Game,SPL
401,Al-Nassr vs Al-Orobah,11008.0,3,1,Competitive_Game,SPL
402,Al-Nassr vs Al-Qadsiah,2518.6,2,1,Closed_Game,SPL
403,Al-Nassr vs Al-Raed,5709.0,4,1,Competitive_Open_Game,SPL
404,Al-Nassr vs Al-Shabab,12010.0,1,1,Closed_Game,SPL
405,Al-Nassr vs Al-Shoulla,5120.0,5,5,One_Side_Game,SPL
406,Al-Nassr vs Al-Ta'ee,,5,3,One_Side_Game,SPL
407,Al-Nassr vs Al-Taawoun,6515.5,3,1,Competitive_Game,SPL
408,Al-Nassr vs Al-Wehda,2853.75,2,1,Closed_Game,SPL
409,Al-Nassr vs Damac,4023.5,3,1,Competitive_Game,SPL
410,Al-Nassr vs Hajer,8280.0,1,1,Closed_Game,SPL
411,Al-Nassr vs Najran,21882.0,3,2,Competitive_Game,SPL
412,Al-Nassr vs Ohod,2862.0,3,3,One_Side_Game,SPL
413,Al-Orobah vs Al-Ahli,4050.0,4,2,Competitive_Open_Game,SPL
414,Al-Orobah vs Al-Faisaly,1859.0,2,0,Closed_Game,SPL
415,Al-Orobah vs Al-Fateh,2416.0,3,1,Competitive_Game,SPL
416,Al-Orobah vs Al-Hilal,6735.0,1,1,Closed_Game,SPL
417,Al-Orobah vs Al-Ittihad,6200.0,1,1,Closed_Game,SPL
418,Al-Orobah vs Al-Khaleej,3749.0,4,0,Competitive_Open_Game,SPL
419,Al-Orobah vs Al-Nassr,6200.0,2,2,Competitive_Game,SPL
420,Al-Orobah vs Al-Raed,2916.0,3,1,Competitive_Game,SPL
421,Al-Orobah vs Al-Shabab,3924.0,0,0,Closed_Game,SPL
422,Al-Orobah vs Al-Shoulla,2476.0,2,2,Competitive_Game,SPL
423,Al-Orobah vs Al-Taawoun,4600.0,7,1,Competitive_Open_Game,SPL
424,Al-Orobah vs Hajer,3100.0,5,1,Competitive_Open_Game,SPL
425,Al-Orobah vs Najran,173.0,1,1,Closed_Game,SPL
426,Al-Qadsiah vs Abha,1273.0,2,0,Closed_Game,SPL
427,Al-Qadsiah vs Al-Ahli,3220.0,3,1,Competitive_Game,SPL
428,Al-Qadsiah vs Al-Ain,13.0,6,0,Competitive_Open_Game,SPL
429,Al-Qadsiah vs Al-Batin,410.25,2,0,Closed_Game,SPL
430,Al-Qadsiah vs Al-Ettifaq,1573.5,2,1,Closed_Game,SPL
431,Al-Qadsiah vs Al-Faisaly,500.6,2,0,Closed_Game,SPL
432,Al-Qadsiah vs Al-Fateh,600.8,2,1,Closed_Game,SPL
433,Al-Qadsiah vs Al-Fayha,819.5,2,1,Closed_Game,SPL
434,Al-Qadsiah vs Al-Hazem,500.0,4,0,Competitive_Open_Game,SPL
435,Al-Qadsiah vs Al-Hilal,7346.8,2,1,Closed_Game,SPL
436,Al-Qadsiah vs Al-Ittihad,4243.6,2,1,Closed_Game,SPL
437,Al-Qadsiah vs Al-Khaleej,445.5,1,1,Closed_Game,SPL
438,Al-Qadsiah vs Al-Nassr,4606.2,3,1,Competitive_Game,SPL
439,Al-Qadsiah vs Al-Raed,406.0,2,1,Closed_Game,SPL
440,Al-Qadsiah vs Al-Shabab,628.0,2,0,Closed_Game,SPL
441,Al-Qadsiah vs Al-Taawoun,636.25,2,1,Closed_Game,SPL
442,Al-Qadsiah vs Al-Wehda,922.0,2,0,Closed_Game,SPL
443,Al-Qadsiah vs Damac,1.0,3,1,Competitive_Game,SPL
444,Al-Qadsiah vs Hajer,321.0,2,0,Closed_Game,SPL
445,Al-Qadsiah vs Najran,1200.0,6,2,Competitive_Open_Game,SPL
446,Al-Qadsiah vs Ohod,657.5,5,2,Competitive_Open_Game,SPL
447,Al-Raed vs Abha,1287.5,3,1,Competitive_Game,SPL
448,Al-Raed vs Al-Adalah,2980.0,1,1,Closed_Game,SPL
449,Al-Raed vs Al-Ahli,3825.0,3,1,Competitive_Game,SPL
450,Al-Raed vs Al-Ain,12.0,4,4,One_Side_Game,SPL
451,Al-Raed vs Al-Batin,1736.4,2,1,Closed_Game,SPL
452,Al-Raed vs Al-Ettifaq,2009.6,3,1,Competitive_Game,SPL
453,Al-Raed vs Al-Faisaly,2182.8571428571427,3,1,Competitive_Game,SPL
454,Al-Raed vs Al-Fateh,2970.375,2,0,Closed_Game,SPL
455,Al-Raed vs Al-Fayha,2163.0,1,1,Closed_Game,SPL
456,Al-Raed vs Al-Hazem,1637.5,2,1,Closed_Game,SPL
457,Al-Raed vs Al-Hilal,8774.0,2,2,Competitive_Game,SPL
458,Al-Raed vs Al-Ittihad,5146.0,2,0,Closed_Game,SPL
459,Al-Raed vs Al-Khaleej,2845.6666666666665,3,1,Competitive_Game,SPL
460,Al-Raed vs Al-Nassr,6342.0,2,2,Competitive_Game,SPL
461,Al-Raed vs Al-Orobah,3973.0,3,1,Competitive_Game,SPL
462,Al-Raed vs Al-Qadsiah,3463.8,2,0,Closed_Game,SPL
463,Al-Raed vs Al-Shabab,2544.0,3,0,Competitive_Game,SPL
464,Al-Raed vs Al-Shoulla,1042.0,1,1,Closed_Game,SPL
465,Al-Raed vs Al-Ta'ee,2362.0,4,4,One_Side_Game,SPL
466,Al-Raed vs Al-Taawoun,7796.857142857143,2,1,Closed_Game,SPL
467,Al-Raed vs Al-Wehda,2483.0,3,1,Competitive_Game,SPL
468,Al-Raed vs Damac,1221.5,3,2,Competitive_Game,SPL
469,Al-Raed vs Hajer,2733.5,3,1,Competitive_Game,SPL
470,Al-Raed vs Najran,1906.5,5,1,Competitive_Open_Game,SPL
471,Al-Raed vs Ohod,2748.0,5,2,Competitive_Open_Game,SPL
472,Al-Shabab vs Abha,5818.0,1,0,Closed_Game,SPL
473,Al-Shabab vs Al-Adalah,4144.0,4,4,One_Side_Game,SPL
474,Al-Shabab vs Al-Ahli,5109.714285714285,3,1,Competitive_Game,SPL
475,Al-Shabab vs Al-Ain,1085.0,6,4,One_Side_Game,SPL
476,Al-Shabab vs Al-Batin,637.0,3,2,Competitive_Game,SPL
477,Al-Shabab vs Al-Ettifaq,1685.4,3,0,Competitive_Game,SPL
478,Al-Shabab vs Al-Faisaly,1121.4285714285713,1,0,Closed_Game,SPL
479,Al-Shabab vs Al-Fateh,1519.142857142857,2,0,Closed_Game,SPL
480,Al-Shabab vs Al-Fayha,4178.0,2,1,Closed_Game,SPL
481,Al-Shabab vs Al-Hazem,3247.0,1,1,Closed_Game,SPL
482,Al-Shabab vs Al-Hilal,9066.0,2,1,Closed_Game,SPL
483,Al-Shabab vs Al-Ittihad,5896.833333333333,3,1,Competitive_Game,SPL
484,Al-Shabab vs Al-Khaleej,1223.6666666666667,1,0,Closed_Game,SPL
485,Al-Shabab vs Al-Nassr,10475.0,2,1,Closed_Game,SPL
486,Al-Shabab vs Al-Orobah,674.0,3,3,One_Side_Game,SPL
487,Al-Shabab vs Al-Qadsiah,789.6,2,1,Closed_Game,SPL
488,Al-Shabab vs Al-Raed,1103.0,3,1,Competitive_Game,SPL
489,Al-Shabab vs Al-Shoulla,1159.0,3,1,Competitive_Game,SPL
490,Al-Shabab vs Al-Ta'ee,5569.0,3,3,One_Side_Game,SPL
491,Al-Shabab vs Al-Taawoun,1148.7142857142858,2,1,Closed_Game,SPL
492,Al-Shabab vs Al-Wehda,1877.2,1,1,Closed_Game,SPL
493,Al-Shabab vs Damac,2621.0,3,1,Competitive_Game,SPL
494,Al-Shabab vs Hajer,912.0,3,2,Competitive_Game,SPL
495,Al-Shabab vs Najran,761.0,4,1,Competitive_Open_Game,SPL
496,Al-Shabab vs Ohod,1124.0,2,1,Closed_Game,SPL
497,Al-Shoulla vs Al-Ahli,1649.0,2,2,Competitive_Game,SPL
498,Al-Shoulla vs Al-Faisaly,108.0,3,1,Competitive_Game,SPL
499,Al-Shoulla vs Al-Fateh,400.0,1,1,Closed_Game,SPL
500,Al-Shoulla vs Al-Hilal,3864.0,4,2,Competitive_Open_Game,SPL
501,Al-Shoulla vs Al-Ittihad,4500.0,4,2,Competitive_Open_Game,SPL
502,Al-Shoulla vs Al-Khaleej,318.0,2,0,Closed_Game,SPL
503,Al-Shoulla vs Al-Nassr,2450.0,3,1,Competitive_Game,SPL
504,Al-Shoulla vs Al-Orobah,500.0,0,0,Closed_Game,SPL
505,Al-Shoulla vs Al-Raed,143.0,4,0,Competitive_Open_Game,SPL
506,Al-Shoulla vs Al-Shabab,386.0,3,1,Competitive_Game,SPL
507,Al-Shoulla vs Al-Taawoun,78.0,7,1,Competitive_Open_Game,SPL
508,Al-Shoulla vs Hajer,120.0,4,2,Competitive_Open_Game,SPL
509,Al-Shoulla vs Najran,482.0,3,1,Competitive_Game,SPL
510,Al-Ta'ee vs Abha,4717.0,1,1,Closed_Game,SPL
511,Al-Ta'ee vs Al-Ahli,7762.0,3,1,Competitive_Game,SPL
512,Al-Ta'ee vs Al-Batin,,4,2,Competitive_Open_Game,SPL
513,Al-Ta'ee vs Al-Ettifaq,5094.0,6,2,Competitive_Open_Game,SPL
514,Al-Ta'ee vs Al-Faisaly,4066.0,4,2,Competitive_Open_Game,SPL
515,Al-Ta'ee vs Al-Fateh,4790.0,1,1,Closed_Game,SPL
516,Al-Ta'ee vs Al-Fayha,3100.0,4,2,Competitive_Open_Game,SPL
517,Al-Ta'ee vs Al-Hilal,5098.0,4,4,One_Side_Game,SPL
518,Al-Ta'ee vs Al-Nassr,7697.0,3,1,Competitive_Game,SPL
519,Al-Ta'ee vs Damac,3519.0,3,1,Competitive_Game,SPL
520,Al-Taawoun vs Abha,1714.0,1,1,Closed_Game,SPL
521,Al-Taawoun vs Al-Adalah,,5,1,Competitive_Open_Game,SPL
522,Al-Taawoun vs Al-Ahli,2432.0,3,1,Competitive_Game,SPL
523,Al-Taawoun vs Al-Ain,12.0,3,3,One_Side_Game,SPL
524,Al-Taawoun vs Al-Batin,2032.25,4,1,Competitive_Open_Game,SPL
525,Al-Taawoun vs Al-Ettifaq,1912.5,2,1,Closed_Game,SPL
526,Al-Taawoun vs Al-Faisaly,3084.1666666666665,2,0,Closed_Game,SPL
527,Al-Taawoun vs Al-Fateh,3110.8571428571427,2,0,Closed_Game,SPL
528,Al-Taawoun vs Al-Fayha,3295.0,2,2,Competitive_Game,SPL
529,Al-Taawoun vs Al-Hazem,2924.0,2,0,Closed_Game,SPL
530,Al-Taawoun vs Al-Hilal,10377.125,2,1,Closed_Game,SPL
531,Al-Taawoun vs Al-Ittihad,4754.714285714285,4,1,Competitive_Open_Game,SPL
532,Al-Taawoun vs Al-Khaleej,2696.3333333333335,4,0,Competitive_Open_Game,SPL
533,Al-Taawoun vs Al-Nassr,5377.428571428572,2,1,Closed_Game,SPL
534,Al-Taawoun vs Al-Orobah,1500.0,2,0,Closed_Game,SPL
535,Al-Taawoun vs Al-Qadsiah,2666.4,3,2,Competitive_Game,SPL
536,Al-Taawoun vs Al-Raed,5987.5,3,1,Competitive_Game,SPL
537,Al-Taawoun vs Al-Shabab,4295.833333333333,3,1,Competitive_Game,SPL
538,Al-Taawoun vs Al-Shoulla,400.0,3,3,One_Side_Game,SPL
539,Al-Taawoun vs Al-Ta'ee,2402.0,3,1,Competitive_Game,SPL
540,Al-Taawoun vs Al-Wehda,2714.4,3,1,Competitive_Game,SPL
541,Al-Taawoun vs Damac,1591.3333333333333,3,2,Competitive_Game,SPL
542,Al-Taawoun vs Hajer,3972.5,4,3,One_Side_Game,SPL
543,Al-Taawoun vs Najran,1915.0,2,1,Closed_Game,SPL
544,Al-Taawoun vs Ohod,2797.5,4,3,One_Side_Game,SPL
545,Al-Wehda vs Abha,10.0,4,2,Competitive_Open_Game,SPL
546,Al-Wehda vs Al-Adalah,4750.0,2,2,Competitive_Game,SPL
547,Al-Wehda vs Al-Ahli,5783.0,3,1,Competitive_Game,SPL
548,Al-Wehda vs Al-Ain,68.0,3,1,Competitive_Game,SPL
549,Al-Wehda vs Al-Batin,2422.3333333333335,4,2,Competitive_Open_Game,SPL
550,Al-Wehda vs Al-Ettifaq,777.0,2,1,Closed_Game,SPL
551,Al-Wehda vs Al-Faisaly,773.5,2,0,Closed_Game,SPL
552,Al-Wehda vs Al-Fateh,1047.8,2,1,Closed_Game,SPL
553,Al-Wehda vs Al-Fayha,7770.5,2,1,Closed_Game,SPL
554,Al-Wehda vs Al-Hazem,6037.0,4,2,Competitive_Open_Game,SPL
555,Al-Wehda vs Al-Hilal,12130.75,4,2,Competitive_Open_Game,SPL
556,Al-Wehda vs Al-Ittihad,7744.2,3,1,Competitive_Game,SPL
557,Al-Wehda vs Al-Khaleej,625.0,1,0,Closed_Game,SPL
558,Al-Wehda vs Al-Nassr,5606.0,2,2,Competitive_Game,SPL
559,Al-Wehda vs Al-Qadsiah,532.0,3,2,Competitive_Game,SPL
560,Al-Wehda vs Al-Raed,4588.25,3,1,Competitive_Game,SPL
561,Al-Wehda vs Al-Shabab,2284.25,3,1,Competitive_Game,SPL
562,Al-Wehda vs Al-Taawoun,1170.25,2,1,Closed_Game,SPL
563,Al-Wehda vs Damac,603.0,3,0,Competitive_Game,SPL
564,Al-Wehda vs Hajer,1056.0,1,1,Closed_Game,SPL
565,Al-Wehda vs Najran,685.0,2,0,Closed_Game,SPL
566,Al-Wehda vs Ohod,2623.0,5,3,One_Side_Game,SPL
567,Alavés vs Athletic Club,18289.8,1,0,Closed_Game,SP
568,Alavés vs Atlético Madrid,16856.8,1,1,Closed_Game,SP
569,Alavés vs Barcelona,17996.75,3,2,Competitive_Game,SP
570,Alavés vs Betis,16288.6,1,0,Closed_Game,SP
571,Alavés vs Celta Vigo,16524.0,2,1,Closed_Game,SP
572,Alavés vs Cádiz,,2,0,Closed_Game,SP
573,Alavés vs Eibar,17168.25,2,0,Closed_Game,SP
574,Alavés vs Elche,10206.0,1,1,Closed_Game,SP
575,Alavés vs Espanyol,17884.25,1,0,Closed_Game,SP
576,Alavés vs Getafe,15559.666666666666,1,0,Closed_Game,SP
577,Alavés vs Girona,14957.5,3,1,Competitive_Game,SP
578,Alavés vs Granada,16371.0,4,2,Competitive_Open_Game,SP
579,Alavés vs Huesca,18437.0,2,1,Closed_Game,SP
580,Alavés vs La Coruña,18153.5,0,0,Closed_Game,SP
581,Alavés vs Las Palmas,18645.5,2,1,Closed_Game,SP
582,Alavés vs Leganés,17778.25,3,0,Competitive_Game,SP
583,Alavés vs Levante,13677.0,2,1,Closed_Game,SP
584,Alavés vs Mallorca,10015.5,1,1,Closed_Game,SP
585,Alavés vs Málaga,17900.5,1,0,Closed_Game,SP
586,Alavés vs Osasuna,13260.0,1,1,Closed_Game,SP
587,Alavés vs Rayo Vallecano,13982.0,1,1,Closed_Game,SP
588,Alavés vs Real Madrid,16357.0,3,2,Competitive_Game,SP
589,Alavés vs Real Sociedad,17921.75,1,1,Closed_Game,SP
590,Alavés vs Sevilla,18012.25,1,0,Closed_Game,SP
591,Alavés vs Sporting Gijón,16236.0,0,0,Closed_Game,SP
592,Alavés vs Valencia,16597.6,3,0,Competitive_Game,SP
593,Alavés vs Valladolid,14858.0,2,1,Closed_Game,SP
594,Alavés vs Villarreal,17766.0,3,1,Competitive_Game,SP
595,Almere City vs Cambuur,2569.0,3,1,Competitive_Game,D
596,Almere City vs De Graafschap,3430.0,2,0,Closed_Game,D
597,Almere City vs Emmen,2200.0,5,3,One_Side_Game,D
598,Almere City vs Helmond Sport,1420.0,2,2,Competitive_Game,D
599,Almere City vs MVV Maastricht,1792.0,5,1,Competitive_Open_Game,D
600,Almere City vs NEC Nijmegen,,4,4,One_Side_Game,D
601,Almere City vs Roda JC,2826.0,0,0,Closed_Game,D
602,Almere City vs Willem II,3200.0,1,1,Closed_Game,D
603,Almería vs Athletic Club,10000.0,0,0,Closed_Game,SP
604,Almería vs Atlético Madrid,11863.0,1,1,Closed_Game,SP
605,Almería vs Barcelona,12606.0,2,1,Closed_Game,SP
606,Almería vs Betis,,5,1,Competitive_Open_Game,SP
607,Almería vs Celta Vigo,10898.0,5,1,Competitive_Open_Game,SP
608,Almería vs Córdoba,10682.0,2,0,Closed_Game,SP
609,Almería vs Eibar,10715.0,2,2,Competitive_Game,SP
610,Almería vs Elche,9000.0,4,0,Competitive_Open_Game,SP
611,Almería vs Espanyol,12000.0,1,0,Closed_Game,SP
612,Almería vs Getafe,8575.0,1,1,Closed_Game,SP
613,Almería vs Granada,8920.0,3,3,One_Side_Game,SP
614,Almería vs La Coruña,8979.0,0,0,Closed_Game,SP
615,Almería vs Levante,9603.0,4,1,Competitive_Open_Game,SP
616,Almería vs Málaga,10690.0,1,0,Closed_Game,SP
617,Almería vs Osasuna,,3,1,Competitive_Game,SP
618,Almería vs Rayo Vallecano,8500.0,1,1,Closed_Game,SP
619,Almería vs Real Madrid,15000.0,5,4,One_Side_Game,SP
620,Almería vs Real Sociedad,8875.0,5,0,Competitive_Open_Game,SP
621,Almería vs Sevilla,12703.0,3,2,Competitive_Game,SP
622,Almería vs Valencia,11137.0,4,0,Competitive_Open_Game,SP
623,Almería vs Valladolid,,1,1,Closed_Game,SP
624,Almería vs Villarreal,9479.0,2,0,Closed_Game,SP
625,Amiens vs Angers,8990.5,1,1,Closed_Game,FL
626,Amiens vs Bordeaux,11809.666666666666,1,1,Closed_Game,FL
627,Amiens vs Brest,12246.0,1,1,Closed_Game,FL
628,Amiens vs Caen,9439.5,2,2,Competitive_Game,FL
629,Amiens vs Dijon,9805.666666666666,2,0,Closed_Game,FL
630,Amiens vs Guingamp,10309.0,3,1,Competitive_Game,FL
631,Amiens vs Lille,11021.666666666666,3,1,Competitive_Game,FL
632,Amiens vs Lyon,10574.666666666666,2,0,Closed_Game,FL
633,Amiens vs Marseille,12122.333333333334,3,2,Competitive_Game,FL
634,Amiens vs Metz,11672.0,1,1,Closed_Game,FL
635,Amiens vs Monaco,10643.0,2,1,Closed_Game,FL
636,Amiens vs Montpellier,9613.333333333334,2,0,Closed_Game,FL
637,Amiens vs Nantes,10547.333333333334,2,1,Closed_Game,FL
638,Amiens vs Nice,9498.0,2,2,Competitive_Game,FL
639,Amiens vs Nîmes,10523.0,3,1,Competitive_Game,FL
640,Amiens vs Paris S-G,12190.666666666666,5,1,Competitive_Open_Game,FL
641,Amiens vs Reims,10710.5,3,1,Competitive_Game,FL
642,Amiens vs Rennes,10319.5,2,1,Closed_Game,FL
643,Amiens vs Saint-Étienne,10543.5,3,1,Competitive_Game,FL
644,Amiens vs Strasbourg,10658.333333333334,2,2,Competitive_Game,FL
645,Amiens vs Toulouse,10468.666666666666,0,0,Closed_Game,FL
646,Amiens vs Troyes,9221.0,2,0,Closed_Game,FL
647,Angers vs Amiens,9557.333333333334,1,0,Closed_Game,FL
648,Angers vs Bastia,12205.0,3,3,One_Side_Game,FL
649,Angers vs Bordeaux,10692.8,2,0,Closed_Game,FL
650,Angers vs Brest,10369.0,3,1,Competitive_Game,FL
651,Angers vs Caen,9968.25,2,1,Closed_Game,FL
652,Angers vs Clermont Foot,8149.0,1,1,Closed_Game,FL
653,Angers vs Dijon,8912.4,2,1,Closed_Game,FL
654,Angers vs Guingamp,11576.25,2,2,Competitive_Game,FL
655,Angers vs Lens,,4,0,Competitive_Open_Game,FL
656,Angers vs Lille,9634.8,1,1,Closed_Game,FL
657,Angers vs Lorient,8418.333333333334,2,0,Closed_Game,FL
658,Angers vs Lyon,12234.0,3,1,Competitive_Game,FL
659,Angers vs Marseille,14182.333333333334,1,0,Closed_Game,FL
660,Angers vs Metz,8646.6,2,1,Closed_Game,FL
661,Angers vs Monaco,12141.0,2,1,Closed_Game,FL
662,Angers vs Montpellier,10055.8,1,1,Closed_Game,FL
663,Angers vs Nancy,10569.0,1,1,Closed_Game,FL
664,Angers vs Nantes,12479.166666666666,2,2,Competitive_Game,FL
665,Angers vs Nice,10008.0,2,1,Closed_Game,FL
666,Angers vs Nîmes,9124.0,4,1,Competitive_Open_Game,FL
667,Angers vs Paris S-G,14731.75,2,2,Competitive_Game,FL
668,Angers vs Reims,9965.5,2,1,Closed_Game,FL
669,Angers vs Rennes,10201.8,2,1,Closed_Game,FL
670,Angers vs Saint-Étienne,12718.8,2,1,Closed_Game,FL
671,Angers vs Strasbourg,9256.25,2,0,Closed_Game,FL
672,Angers vs Toulouse,11144.0,0,0,Closed_Game,FL
673,Angers vs Troyes,6523.0,3,1,Competitive_Game,FL
674,Arminia vs Augsburg,,1,1,Closed_Game,BL
675,Arminia vs Bayern Munich,,5,3,One_Side_Game,BL
676,Arminia vs Bochum,13750.0,2,2,Competitive_Game,BL
677,Arminia vs Dortmund,25000.0,3,2,Competitive_Game,BL
678,Arminia vs Eint Frankfurt,13750.0,4,2,Competitive_Open_Game,BL
679,Arminia vs Freiburg,13750.0,0,0,Closed_Game,BL
680,Arminia vs Greuther Fürth,750.0,4,0,Competitive_Open_Game,BL
681,Arminia vs Hertha BSC,,1,1,Closed_Game,BL
682,Arminia vs Hoffenheim,13750.0,1,0,Closed_Game,BL
683,Arminia vs Köln,6845.5,1,0,Closed_Game,BL
684,Arminia vs Leverkusen,16250.0,3,2,Competitive_Game,BL
685,Arminia vs M'Gladbach,10000.0,1,0,Closed_Game,BL
686,Arminia vs Mainz 05,19477.0,3,1,Competitive_Game,BL
687,Arminia vs RB Leipzig,,1,1,Closed_Game,BL
688,Arminia vs Schalke 04,,1,1,Closed_Game,BL
689,Arminia vs Stuttgart,,3,3,One_Side_Game,BL
690,Arminia vs Union Berlin,,0,0,Closed_Game,BL
691,Arminia vs Werder Bremen,,2,2,Competitive_Game,BL
692,Arminia vs Wolfsburg,19801.0,3,1,Competitive_Game,BL
693,Arouca vs Académica,1718.5,3,1,Competitive_Game,P
694,Arouca vs Belenenses,1001.6666666666666,2,1,Closed_Game,P
695,Arouca vs Benfica,9559.5,2,1,Closed_Game,P
696,Arouca vs Boavista,1338.0,2,0,Closed_Game,P
697,Arouca vs Braga,1006.0,2,1,Closed_Game,P
698,Arouca vs Chaves,740.0,1,1,Closed_Game,P
699,Arouca vs Estoril,791.5,2,1,Closed_Game,P
700,Arouca vs FC Vizela,723.0,5,3,One_Side_Game,P
701,Arouca vs Famalicão,648.0,3,1,Competitive_Game,P
702,Arouca vs Feirense,1710.0,2,2,Competitive_Game,P
703,Arouca vs Gil Vicente,1200.0,2,1,Closed_Game,P
704,Arouca vs Marítimo,997.25,2,1,Closed_Game,P
705,Arouca vs Moreirense,1018.0,3,0,Competitive_Game,P
706,Arouca vs Nacional,1748.6666666666667,3,1,Competitive_Game,P
707,Arouca vs Olhanense,,2,2,Competitive_Game,P
708,Arouca vs Paços,1128.0,2,0,Closed_Game,P
709,Arouca vs Penafiel,1300.0,1,1,Closed_Game,P
710,Arouca vs Porto,3602.0,3,3,One_Side_Game,P
711,Arouca vs Rio Ave,1570.0,1,1,Closed_Game,P
712,Arouca vs Sporting CP,2839.75,2,1,Closed_Game,P
713,Arouca vs Tondela,1032.0,2,1,Closed_Game,P
714,Arouca vs União,868.0,3,3,One_Side_Game,P
715,Arouca vs Vitória,2445.75,2,0,Closed_Game,P
716,Arouca vs Vitória Setúbal,1144.3333333333333,1,1,Closed_Game,P
717,Arsenal vs Aston Villa,59948.0,3,2,Competitive_Game,PL
718,Arsenal vs Blackburn,,8,6,One_Side_Game,PL
719,Arsenal vs Bolton,,3,3,One_Side_Game,PL
720,Arsenal vs Bournemouth,59833.4,3,2,Competitive_Game,PL
721,Arsenal vs Brighton,47376.75,2,1,Closed_Game,PL
722,Arsenal vs Burnley,51495.57142857143,2,1,Closed_Game,PL
723,Arsenal vs Cardiff City,59933.0,2,1,Closed_Game,PL
724,Arsenal vs Chelsea,59794.57142857143,2,1,Closed_Game,PL
725,Arsenal vs Crystal Palace,59861.857142857145,3,1,Competitive_Game,PL
726,Arsenal vs Everton,59908.666666666664,2,1,Closed_Game,PL
727,Arsenal vs Fulham,59887.0,3,1,Competitive_Game,PL
728,Arsenal vs Huddersfield,59589.0,3,3,One_Side_Game,PL
729,Arsenal vs Hull City,59983.0,2,1,Closed_Game,PL
730,Arsenal vs Leeds United,,6,2,Competitive_Open_Game,PL
731,Arsenal vs Leicester City,59828.6,3,1,Competitive_Game,PL
732,Arsenal vs Liverpool,59919.2,3,1,Competitive_Game,PL
733,Arsenal vs Manchester City,59742.71428571428,2,1,Closed_Game,PL
734,Arsenal vs Manchester Utd,60014.666666666664,2,1,Closed_Game,PL
735,Arsenal vs Middlesbrough,59982.0,0,0,Closed_Game,PL
736,Arsenal vs Newcastle Utd,59754.666666666664,3,2,Competitive_Game,PL
737,Arsenal vs Norwich City,58994.5,3,1,Competitive_Game,PL
738,Arsenal vs QPR,59947.0,1,1,Closed_Game,PL
739,Arsenal vs Reading,,5,3,One_Side_Game,PL
740,Arsenal vs Sheffield Utd,60310.0,2,0,Closed_Game,PL
