Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
17,Tue,2019-01-29,20:20,Al-Ittihad,0–0,Al-Shabab,46575,King Abdullah Sports City,Bakary Papa Gassama,Match Report,
18,Sat,2019-02-02,15:20,Al-Qadsiah,2–0,Al-Fayha,898,Prince Saud bin Jalawi Stadium,Paweł Raczkowski,Match Report,
18,Sat,2019-02-02,18:15,Al-Batin,1–2,Al-Ahli,3023,Al-Batin FC Stadium,Svein Oddvar Moen,Match Report,
18,Sat,2019-02-02,20:15,Al-Taawoun,3–1,Al-Nassr,10600,Prince Abdullah bin Abdul Aziz Stadium,Damir Skomina,Match Report,
18,Sun,2019-02-03,15:40,Al-Faisaly,1–2,Al-Hazem,561,Al Majma'ah Sport City,Paweł Gil,Match Report,
18,Sun,2019-02-03,20:15,Ohod,2–1,Al-Ettifaq,2011,Prince Mohammed bin Abdul Aziz Stadium,Turki Al Khudayr,Match Report,
18,Mon,2019-02-04,18:20,Al-Hilal,4–1,Al-Fateh,22486,King Saud University Stadium,Paweł Raczkowski,Match Report,
18,Mon,2019-02-04,18:25,Al-Shabab,1–1,Al-Raed,594,Al Majma'ah Sport City,Nawaf Shukralla,Match Report,
18,Mon,2019-02-04,20:15,Al-Wehda,0–2,Al-Ittihad,15708,King Abdul Aziz Stadium,Svein Oddvar Moen,Match Report,
19,Wed,2019-02-06,20:15,Al-Nassr,3–1,Al-Qadsiah,4321,King Fahd International Stadium,Pavel Královec,Match Report,
19,Thu,2019-02-07,18:50,Ohod,4–1,Al-Faisaly,2189,Prince Mohammed bin Abdul Aziz Stadium,Shukri Al Hunfush,Match Report,
19,Thu,2019-02-07,20:15,Al-Hazem,2–4,Al-Ahli,1589,Prince Abdullah bin Abdul Aziz Stadium,Artur Soares Dias,Match Report,
19,Fri,2019-02-08,15:45,Al-Fayha,1–1,Al-Ettifaq,1315,Al Majma'ah Sport City,Simon Evans,Match Report,
19,Fri,2019-02-08,20:15,Al-Batin,2–3,Al-Hilal,6000,Al-Batin FC Stadium,Kevin Blom,Match Report,
19,Sat,2019-02-09,15:50,Al-Raed,1–3,Al-Wehda,1883,Prince Abdullah bin Abdul Aziz Stadium,Khalid Al Turais,Match Report,
19,Sat,2019-02-09,18:10,Al-Fateh,1–0,Al-Shabab,2849,Prince Abdullah bin Jalawi Stadium,Martin van den Kerkhof,Match Report,
19,Sat,2019-02-09,20:15,Al-Ittihad,0–0,Al-Taawoun,30785,King Abdullah Sports City,Ravshan Irmatov,Match Report,
20,Tue,2019-02-12,18:25,Al-Hilal,4–1,Al-Qadsiah,20758,King Saud University Stadium,Tomasz Musiał,Match Report,
20,Tue,2019-02-12,20:20,Al-Ahli,1–2,Al-Nassr,30335,King Abdullah Sports City,Cüneyt Çakιr,Match Report,
20,Wed,2019-02-13,15:50,Al-Hazem,1–0,Al-Batin,2900,Ar-Rass Stadium,Shukri Al Hunfush,Match Report,
20,Wed,2019-02-13,18:10,Al-Ettifaq,3–4,Al-Faisaly,1968,Prince Mohamed bin Fahd Stadium,Bartosz Frankowski,Match Report,
20,Thu,2019-02-14,15:45,Al-Fayha,1–2,Al-Fateh,1107,Al Majma'ah Sport City,Turki Al Khudayr,Match Report,
20,Thu,2019-02-14,18:35,Al-Taawoun,4–0,Ohod,2474,Prince Abdullah bin Abdul Aziz Stadium,Khalid Al Turais,Match Report,
20,Fri,2019-02-15,18:30,Al-Shabab,1–0,Al-Wehda,1491,Prince Faisal bin Fahd Stadium,Damir Skomina,Match Report,
20,Fri,2019-02-15,20:20,Al-Raed,1–1,Al-Ittihad,7620,Prince Abdullah bin Abdul Aziz Stadium,Bartosz Frankowski,Match Report,
21,Wed,2019-02-20,18:20,Al-Fateh,2–1,Al-Ahli,4807,Prince Abdullah bin Jalawi Stadium,Matt Conger,Match Report,
21,Thu,2019-02-21,15:55,Al-Hazem,1–1,Al-Ettifaq,1572,Prince Abdullah bin Abdul Aziz Stadium,Ravshan Irmatov,Match Report,
21,Thu,2019-02-21,20:25,Al-Ittihad,0–2,Al-Hilal,52210,King Abdullah Sports City,Danny Makkelie,Match Report,
21,Fri,2019-02-22,15:55,Al-Taawoun,4–1,Al-Batin,2694,Prince Abdullah bin Abdul Aziz Stadium,Ravshan Irmatov,Match Report,
21,Fri,2019-02-22,18:15,Al-Qadsiah,0–1,Al-Shabab,1322,Prince Saud bin Jalawi Stadium,Matt Conger,Match Report,
21,Fri,2019-02-22,20:25,Al-Wehda,4–1,Ohod,2623,King Abdul Aziz Stadium,Jochem Kamphuis,Match Report,
21,Sat,2019-02-23,15:55,Al-Raed,0–3,Al-Faisaly,1738,Prince Abdullah bin Abdul Aziz Stadium,Danny Makkelie,Match Report,
21,Sat,2019-02-23,20:25,Al-Nassr,1–0,Al-Fayha,6022,King Fahd International Stadium,Damir Skomina,Match Report,
22,Thu,2019-02-28,16:00,Al-Taawoun,4–1,Al-Ettifaq,2557,Prince Abdullah bin Abdul Aziz Stadium,Pavel Královec,Match Report,
22,Thu,2019-02-28,19:05,Ohod,0–0,Al-Fateh,2021,Prince Mohammed bin Abdul Aziz Stadium,Ovidiu Hațegan,Match Report,
22,Thu,2019-02-28,20:30,Al-Shabab,0–1,Al-Nassr,14530,King Fahd International Stadium,Tasos Sidiropoulos,Match Report,
22,Fri,2019-03-01,16:00,Al-Raed,0–0,Al-Qadsiah,1419,Prince Abdullah bin Abdul Aziz Stadium,Kevin Blom,Match Report,
22,Fri,2019-03-01,18:35,Al-Hilal,2–1,Al-Faisaly,22688,King Saud University Stadium,Bakary Papa Gassama,Match Report,
22,Fri,2019-03-01,20:30,Al-Ahli,1–1,Al-Ittihad,42880,King Abdullah Sports City,Damir Skomina,Match Report,
22,Sat,2019-03-02,15:50,Al-Batin,1–1,Al-Wehda,2918,Al-Batin FC Stadium,Paweł Raczkowski,Match Report,
22,Sat,2019-03-02,16:00,Al-Hazem,0–1,Al-Fayha,1150,Ar-Rass Stadium,Tasos Sidiropoulos,Match Report,
23,Thu,2019-03-07,18:40,Al-Shabab,2–1,Al-Faisaly,1302,King Fahd International Stadium,Pol van Boekel,Match Report,
23,Thu,2019-03-07,20:30,Al-Taawoun,2–1,Al-Raed,9164,Prince Abdullah bin Abdul Aziz Stadium,Matt Conger,Match Report,
23,Fri,2019-03-08,15:40,Al-Qadsiah,1–2,Al-Ahli,3022,Prince Saud bin Jalawi Stadium,Dennis Higler,Match Report,
23,Fri,2019-03-08,18:40,Al-Nassr,3–2,Al-Ettifaq,5843,King Fahd International Stadium,Tomasz Musiał,Match Report,
23,Fri,2019-03-08,20:30,Al-Ittihad,2–0,Al-Fayha,32162,King Abdullah Sports City,Jorge de Sousa,Match Report,
23,Fri,2019-03-08,20:30,Al-Hilal,1–1,Al-Wehda,21851,King Saud University Stadium,Damir Skomina,Match Report,
23,Sat,2019-03-09,15:40,Al-Fateh,0–2,Al-Batin,1904,Prince Abdullah bin Jalawi Stadium,Pol van Boekel,Match Report,
23,Sat,2019-03-09,16:00,Al-Hazem,2–2,Ohod,1043,Ar-Rass Stadium,Matt Conger,Match Report,
24,Thu,2019-03-14,18:45,Al-Faisaly,3–0,Al-Qadsiah,800,Al Majma'ah Sport City,Damir Skomina,Match Report,
24,Thu,2019-03-14,20:15,Al-Taawoun,1–1,Al-Fateh,2500,Prince Abdullah bin Abdul Aziz Stadium,Ravshan Irmatov,Match Report,
24,Fri,2019-03-15,16:00,Al-Raed,1–0,Al-Batin,1500,Prince Abdullah bin Abdul Aziz Stadium,Paweł Gil,Match Report,
24,Fri,2019-03-15,20:00,Al-Ettifaq,1–1,Al-Shabab,3500,Prince Mohamed bin Fahd Stadium,Szymon Marciniak,Match Report,
24,Sat,2019-03-16,16:00,Al-Hazem,0–3,Al-Ittihad,1500,Ar-Rass Stadium,Ovidiu Hațegan,Match Report,
24,Sat,2019-03-16,20:30,Al-Wehda,0–4,Al-Nassr,7238,King Abdul Aziz Stadium,Ravshan Irmatov,Match Report,
24,Sat,2019-03-23,20:05,Al-Hilal,0–0,Ohod,20925,King Saud University Stadium,Ovidiu Hațegan,Match Report,
